Epochs: 10
Batch size: 32
Optimizer: Adam
Learning rate: 0.001
Loss function: CrossEntropyLoss
Epoch: Step: Loss:
1/10, 1, 1.1168
1/10, 101, 0.2299
1/10, 201, 0.3521
1/10, 301, 0.1822
1/10, 401, 0.4367
1/10, 501, 0.2895
1/10, 601, 0.3213
1/10, 701, 0.6343
1/10, 801, 0.3736
1/10, 901, 0.3246
1/10, 1001, 0.4256
1/10, 1101, 0.5132
1/10, 1201, 0.3982
1/10, 1301, 0.5290
1/10, 1401, 0.2656
1/10, 1501, 0.3303
1/10, 1601, 0.5624
2/10, 1, 0.2480
2/10, 101, 0.3296
2/10, 201, 0.3219
2/10, 301, 0.4063
2/10, 401, 0.4486
2/10, 501, 0.3349
2/10, 601, 0.2172
2/10, 701, 0.2040
2/10, 801, 0.1896
2/10, 901, 0.4561
2/10, 1001, 0.1791
2/10, 1101, 0.3471
2/10, 1201, 0.1892
2/10, 1301, 0.3334
2/10, 1401, 0.3226
2/10, 1501, 0.2440
2/10, 1601, 0.6136
3/10, 1, 0.2565
3/10, 101, 0.1554
3/10, 201, 0.2248
3/10, 301, 0.2486
3/10, 401, 0.5273
3/10, 501, 0.1208
3/10, 601, 0.2489
3/10, 701, 0.2064
3/10, 801, 0.1687
3/10, 901, 0.5428
3/10, 1001, 0.1488
3/10, 1101, 0.2488
3/10, 1201, 0.2169
3/10, 1301, 0.2471
3/10, 1401, 0.3924
3/10, 1501, 0.3691
3/10, 1601, 0.2760
4/10, 1, 0.2271
4/10, 101, 0.1483
4/10, 201, 0.3880
4/10, 301, 0.3880
4/10, 401, 0.0624
4/10, 501, 0.1545
4/10, 601, 0.0760
4/10, 701, 0.1540
4/10, 801, 0.0983
4/10, 901, 0.1646
4/10, 1001, 0.2958
4/10, 1101, 0.1093
4/10, 1201, 0.4044
4/10, 1301, 0.1445
4/10, 1401, 0.0912
4/10, 1501, 0.2722
4/10, 1601, 0.2521
5/10, 1, 0.1466
5/10, 101, 0.2386
5/10, 201, 0.1437
5/10, 301, 0.2475
5/10, 401, 0.5231
5/10, 501, 0.3864
5/10, 601, 0.1345
5/10, 701, 0.0946
5/10, 801, 0.1632
5/10, 901, 0.1004
5/10, 1001, 0.1161
5/10, 1101, 0.1646
5/10, 1201, 0.0456
5/10, 1301, 0.1805
5/10, 1401, 0.1158
5/10, 1501, 0.2384
5/10, 1601, 0.3035
6/10, 1, 0.0704
6/10, 101, 0.1841
6/10, 201, 0.2339
6/10, 301, 0.1782
6/10, 401, 0.0474
6/10, 501, 0.1849
6/10, 601, 0.0668
6/10, 701, 0.0721
6/10, 801, 0.0646
6/10, 901, 0.1626
6/10, 1001, 0.1802
6/10, 1101, 0.2830
6/10, 1201, 0.0975
6/10, 1301, 0.0603
6/10, 1401, 0.0219
6/10, 1501, 0.1077
6/10, 1601, 0.2150
7/10, 1, 0.0687
7/10, 101, 0.0995
7/10, 201, 0.3035
7/10, 301, 0.0493
7/10, 401, 0.0824
7/10, 501, 0.1629
7/10, 601, 0.0652
7/10, 701, 0.0701
7/10, 801, 0.1278
7/10, 901, 0.0148
7/10, 1001, 0.1077
7/10, 1101, 0.0915
7/10, 1201, 0.2445
7/10, 1301, 0.0279
7/10, 1401, 0.1894
7/10, 1501, 0.0211
7/10, 1601, 0.1860
8/10, 1, 0.0867
8/10, 101, 0.1065
8/10, 201, 0.1010
8/10, 301, 0.0401
8/10, 401, 0.0388
8/10, 501, 0.0937
8/10, 601, 0.0125
8/10, 701, 0.0116
8/10, 801, 0.2650
8/10, 901, 0.0575
8/10, 1001, 0.0981
8/10, 1101, 0.0836
8/10, 1201, 0.1088
8/10, 1301, 0.0235
8/10, 1401, 0.0413
8/10, 1501, 0.1384
8/10, 1601, 0.1291
9/10, 1, 0.0418
9/10, 101, 0.0815
9/10, 201, 0.0264
9/10, 301, 0.0356
9/10, 401, 0.0542
9/10, 501, 0.1369
9/10, 601, 0.0986
9/10, 701, 0.0277
9/10, 801, 0.0342
9/10, 901, 0.3444
9/10, 1001, 0.0692
9/10, 1101, 0.0575
9/10, 1201, 0.0798
9/10, 1301, 0.0534
9/10, 1401, 0.2243
9/10, 1501, 0.0346
9/10, 1601, 0.0327
10/10, 1, 0.0747
10/10, 101, 0.0403
10/10, 201, 0.0463
10/10, 301, 0.0503
10/10, 401, 0.0981
10/10, 501, 0.0195
10/10, 601, 0.0320
10/10, 701, 0.0359
10/10, 801, 0.0151
10/10, 901, 0.0111
10/10, 1001, 0.0593
10/10, 1101, 0.0236
10/10, 1201, 0.0140
10/10, 1301, 0.0044
10/10, 1401, 0.1033
10/10, 1501, 0.0031
10/10, 1601, 0.0845
Training completed in 1 hours, 1 minutes, 53 secondsAccuracy on test set: 85.69%
True stars: 94.93%
False stars: 3.75%
Missed stars: 5.07%

True galaxies: 51.60%
False galaxies: 53.11%
Missed galaxies: 48.40%

True qso: 81.36%
False qso: 19.32%
Missed qso: 18.64%
